
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2012,4,2012-10-07,23-176,IND,,GNB,W 30-27,1,0,0,,0
2,2012,5,2012-10-14,23-183,IND,@,NYJ,L 9-35,2,1,-4,-4.00,0
3,2012,6,2012-10-21,23-190,IND,,CLE,W 17-13,,,,,
4,2012,9,2012-11-08,23-208,IND,@,JAX,W 27-10,,,,,
5,2012,10,2012-11-18,23-218,IND,@,NWE,L 24-59,1,0,0,,0
,,,5 Games,,,,,3-2-0,4,1,-4,-4.00,0
