
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2008,1,2008-09-08,23-100,GNB,,MIN,W 24-19,1,0,0,,0,1,23,23.00,0,0,0,,0,,0,0,0.0,0,0
2,2008,2,2008-09-14,23-106,GNB,@,DET,W 48-25,2,1,29,29.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
3,2008,3,2008-09-21,23-113,GNB,,DAL,L 16-27,9,4,42,10.50,0,1,18,18.00,0,0,0,,0,,0,0,0.0,1,0
4,2008,4,2008-09-28,23-120,GNB,@,TAM,L 21-30,5,4,31,7.75,0,1,5,5.00,0,0,0,,0,,0,0,0.0,1,0
5,2008,5,2008-10-05,23-127,GNB,,ATL,L 24-27,1,1,14,14.00,0,1,0,0.00,0,0,0,,0,,0,0,0.0,0,0
6,2008,6,2008-10-12,23-134,GNB,@,SEA,W 27-17,4,4,42,10.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2008,7,2008-10-19,23-141,GNB,,IND,W 34-14,2,2,19,9.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2008,8,2008-11-02,23-155,GNB,@,TEN,L 16-19,3,2,34,17.00,0,1,40,40.00,0,0,0,,0,,0,0,0.0,0,0
9,2008,9,2008-11-09,23-162,GNB,@,MIN,L 27-28,4,2,17,8.50,0,2,28,14.00,0,0,0,,0,,0,0,0.0,0,0
10,2008,10,2008-11-16,23-169,GNB,,CHI,W 37-3,3,1,19,19.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2008,11,2008-11-24,23-177,GNB,@,NOR,L 29-51,6,3,21,7.00,0,1,21,21.00,0,0,0,,0,,0,0,0.0,1,0
12,2008,12,2008-11-30,23-183,GNB,,CAR,L 31-35,3,2,28,14.00,0,1,7,7.00,0,0,0,,0,,0,0,0.0,0,0
13,2008,13,2008-12-07,23-190,GNB,,HOU,L 21-24,5,3,25,8.33,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
14,2008,14,2008-12-14,23-197,GNB,@,JAX,L 16-20,1,1,9,9.00,0,1,21,21.00,0,0,0,,0,,0,0,0.0,0,0
15,2008,15,2008-12-22,23-205,GNB,@,CHI,L 17-20,4,2,27,13.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2008,16,2008-12-28,23-211,GNB,,DET,W 31-21,1,1,9,9.00,0,1,45,45.00,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
17,2009,1,2009-09-13,24-105,GNB,,CHI,W 21-15,2,0,0,,0,4,124,31.00,0,2,14,7.00,0,,0,0,0.0,0,0
18,2009,2,2009-09-20,24-112,GNB,,CIN,L 24-31,1,1,11,11.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2009,3,2009-09-27,24-119,GNB,@,STL,W 36-17,5,3,46,15.33,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2009,4,2009-10-05,24-127,GNB,@,MIN,L 23-30,4,3,47,15.67,1,2,52,26.00,0,1,0,0.00,0,,1,6,0.0,0,0
21,2009,5,2009-10-18,24-140,GNB,,DET,W 26-0,0,0,0,,0,1,29,29.00,0,1,1,1.00,0,,0,0,0.0,0,0
22,2009,9,2009-11-15,24-168,GNB,,DAL,W 17-7,5,4,32,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2009,10,2009-11-22,24-175,GNB,,SFO,W 30-24,3,3,21,7.00,1,4,85,21.25,0,0,0,,0,,1,6,0.0,0,0
24,2009,11,2009-11-26,24-179,GNB,@,DET,W 34-12,2,1,19,19.00,0,2,42,21.00,0,3,8,2.67,0,,0,0,0.0,0,0
25,2009,12,2009-12-07,24-190,GNB,,BAL,W 27-14,1,1,5,5.00,0,1,38,38.00,0,3,8,2.67,0,,0,0,0.0,0,0
26,2009,13,2009-12-13,24-196,GNB,@,CHI,W 21-14,1,0,0,,0,2,35,17.50,0,3,18,6.00,0,,0,0,0.0,0,0
27,2009,14,2009-12-20,24-203,GNB,@,PIT,L 36-37,5,4,71,17.75,0,4,85,21.25,0,2,25,12.50,0,,0,0,0.0,0,0
28,2009,15,2009-12-27,24-210,GNB,,SEA,W 48-10,1,1,17,17.00,0,2,56,28.00,0,0,0,,0,,0,0,0.0,0,0
29,2009,16,2010-01-03,24-217,GNB,@,ARI,W 33-7,1,1,51,51.00,0,3,89,29.67,0,2,16,8.00,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
30,2010,1,2010-09-12,25-104,GNB,@,PHI,W 27-20,2,1,7,7.00,0,5,156,31.20,0,0,0,,0,,0,0,0.0,0,0
31,2010,2,2010-09-19,25-111,GNB,,BUF,W 34-7,2,2,26,13.00,0,2,61,30.50,0,0,0,,0,,0,0,0.0,0,0
32,2010,3,2010-09-27,25-119,GNB,@,CHI,L 17-20,4,3,20,6.67,0,4,97,24.25,0,0,0,,0,,0,0,0.0,0,0
33,2010,4,2010-10-03,25-125,GNB,,DET,W 28-26,1,0,0,,0,7,124,17.71,0,0,0,,0,,0,0,0.0,0,0
34,2010,5,2010-10-10,25-132,GNB,@,WAS,L 13-16,5,3,42,14.00,0,2,35,17.50,0,0,0,,0,,0,0,0.0,0,0
35,2010,6,2010-10-17,25-139,GNB,,MIA,L 20-23,7,4,64,16.00,0,1,18,18.00,0,0,0,,0,,0,0,0.0,0,0
36,2010,7,2010-10-24,25-146,GNB,,MIN,W 28-24,7,4,25,6.25,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2010,8,2010-10-31,25-153,GNB,@,NYJ,W 9-0,7,5,55,11.00,0,1,5,5.00,0,0,0,,0,,0,0,0.0,0,0
38,2010,9,2010-11-07,25-160,GNB,,DAL,W 45-7,6,4,42,10.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2010,10,2010-11-21,25-174,GNB,@,MIN,W 31-3,3,3,20,6.67,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2010,11,2010-11-28,25-181,GNB,@,ATL,L 17-20,5,5,61,12.20,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
41,2010,12,2010-12-05,25-188,GNB,,SFO,W 34-16,2,2,15,7.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2010,13,2010-12-12,25-195,GNB,@,DET,L 3-7,2,2,26,13.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2010,14,2010-12-19,25-202,GNB,@,NWE,L 27-31,2,1,16,16.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2010,15,2010-12-26,25-209,GNB,,NYG,W 45-17,7,4,124,31.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
45,2010,16,2011-01-02,25-216,GNB,,CHI,W 10-3,2,2,39,19.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
46,2011,1,2011-09-08,26-100,GNB,,NOR,W 42-34,8,6,77,12.83,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
47,2011,2,2011-09-18,26-110,GNB,@,CAR,W 30-23,2,1,84,84.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
48,2011,3,2011-09-25,26-117,GNB,@,CHI,W 27-17,5,3,40,13.33,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
49,2011,4,2011-10-02,26-124,GNB,,DEN,W 49-23,6,5,91,18.20,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
50,2011,5,2011-10-09,26-131,GNB,@,ATL,W 25-14,7,3,17,5.67,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2011,6,2011-10-16,26-138,GNB,,STL,W 24-3,3,2,104,52.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
52,2011,7,2011-10-23,26-145,GNB,@,MIN,W 33-27,4,4,52,13.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2011,8,2011-11-06,26-159,GNB,@,SDG,W 45-38,6,5,105,21.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
54,2011,9,2011-11-14,26-167,GNB,,MIN,W 45-7,5,5,63,12.60,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
55,2011,10,2011-11-20,26-173,GNB,,TAM,W 35-26,7,6,123,20.50,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
56,2011,11,2011-11-24,26-177,GNB,@,DET,W 27-15,6,4,26,6.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2011,12,2011-12-04,26-187,GNB,@,NYG,W 38-35,4,4,94,23.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2011,13,2011-12-11,26-194,GNB,,OAK,W 46-16,7,3,81,27.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
59,2011,14,2011-12-18,26-201,GNB,@,KAN,L 14-19,4,2,29,14.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2011,15,2011-12-25,26-208,GNB,,CHI,W 35-21,7,6,115,19.17,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
61,2011,16,2012-01-01,26-215,GNB,,DET,W 45-41,15,9,162,18.00,3,0,0,,0,0,0,,0,,3,18,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
62,2012,1,2012-09-09,27-101,GNB,,SFO,L 22-30,7,5,64,12.80,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0
63,2012,2,2012-09-13,27-105,GNB,,CHI,W 23-10,9,6,84,14.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2012,3,2012-09-24,27-116,GNB,@,SEA,L 12-14,3,2,19,9.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2012,4,2012-09-30,27-122,GNB,,NOR,W 28-27,12,8,93,11.63,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
66,2012,5,2012-10-07,27-129,GNB,@,IND,L 27-30,5,2,29,14.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2012,6,2012-10-14,27-136,GNB,@,HOU,W 42-24,12,9,121,13.44,3,0,0,,0,0,0,,0,,3,18,0.0,0,0
68,2012,7,2012-10-21,27-143,GNB,@,STL,W 30-20,9,8,122,15.25,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
69,2012,9,2012-11-04,27-157,GNB,,ARI,W 31-17,1,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2012,10,2012-11-18,27-171,GNB,@,DET,W 24-20,5,3,45,15.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2012,11,2012-11-25,27-178,GNB,@,NYG,L 10-38,4,2,71,35.50,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
72,2012,12,2012-12-02,27-185,GNB,,MIN,W 23-14,1,1,10,10.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2012,16,2012-12-30,27-213,GNB,@,MIN,L 34-37,5,3,87,29.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
74,2013,1,2013-09-08,28-100,GNB,@,SFO,L 28-34,10,7,130,18.57,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
75,2013,2,2013-09-15,28-107,GNB,,WAS,W 38-20,4,3,66,22.00,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
76,2013,3,2013-09-22,28-114,GNB,@,CIN,L 30-34,9,8,93,11.63,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2013,4,2013-10-06,28-128,GNB,,DET,W 22-9,7,5,82,16.40,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2013,5,2013-10-13,28-135,GNB,@,BAL,W 19-17,10,4,113,28.25,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
79,2013,6,2013-10-20,28-142,GNB,,CLE,W 31-13,6,5,42,8.40,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
80,2013,7,2013-10-27,28-149,GNB,@,MIN,W 44-31,8,7,123,17.57,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
81,2013,8,2013-11-04,28-157,GNB,,CHI,L 20-27,9,4,67,16.75,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2013,9,2013-11-10,28-163,GNB,,PHI,L 13-27,10,6,56,9.33,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
83,2013,10,2013-11-17,28-170,GNB,@,NYG,L 13-27,9,8,117,14.63,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
