
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2009,7,2009-10-25,22-020,NWE,@,TAM,W 35-7,1,0,0,,0,1,11,11.00,0,2,44,22.00,0,0,0,,0,0,0,0.0,0,0
2,2009,8,2009-11-08,22-034,NWE,,MIA,W 27-17,1,0,0,,0,0,0,,0,2,62,31.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
3,2010,1,2010-09-12,22-342,NWE,,CIN,W 38-24,5,4,36,9.00,0,0,0,,0,4,184,46.00,1,1,4,4.00,0,1,6,0.0,0,0
4,2010,2,2010-09-19,22-349,NWE,@,NYJ,L 14-28,1,1,17,17.00,0,0,0,,0,5,123,24.60,0,0,0,,0,0,0,0.0,0,0
5,2010,3,2010-09-26,22-356,NWE,,BUF,W 38-30,3,2,43,21.50,0,1,5,5.00,0,6,141,23.50,0,0,0,,0,0,0,0.0,0,0
6,2010,4,2010-10-04,22-364,NWE,@,MIA,W 41-14,5,4,39,9.75,0,0,0,,0,3,153,51.00,1,0,0,,0,1,6,0.0,0,0
7,2010,5,2010-10-17,23-012,NWE,,BAL,W 23-20,4,0,0,,0,1,22,22.00,0,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
8,2010,6,2010-10-24,23-019,NWE,@,SDG,W 23-20,3,1,3,3.00,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0,0.0,0,0
9,2010,7,2010-10-31,23-026,NWE,,MIN,W 28-18,4,3,101,33.67,1,0,0,,0,4,58,14.50,0,0,0,,0,1,6,0.0,0,0
10,2010,8,2010-11-07,23-033,NWE,@,CLE,L 14-34,4,1,12,12.00,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0,0.0,0,0
11,2010,9,2010-11-14,23-040,NWE,@,PIT,W 39-26,4,2,50,25.00,0,0,0,,0,3,67,22.33,0,0,0,,0,0,0,0.0,0,0
12,2010,10,2010-11-21,23-047,NWE,,IND,W 31-28,0,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0,0.0,0,0
13,2010,11,2010-11-25,23-051,NWE,@,DET,W 45-24,2,0,0,,0,1,17,17.00,0,4,69,17.25,0,0,0,,0,0,0,0.0,0,0
14,2010,12,2010-12-06,23-062,NWE,,NYJ,W 45-3,1,1,4,4.00,1,1,6,6.00,0,2,42,21.00,0,0,0,,0,1,6,0.0,0,0
15,2010,13,2010-12-12,23-068,NWE,@,CHI,W 36-7,3,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2010,14,2010-12-19,23-075,NWE,,GNB,W 31-27,3,1,5,5.00,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0.0,0,0
17,2010,15,2010-12-26,23-082,NWE,@,BUF,W 34-3,1,0,0,,0,1,12,12.00,0,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
18,2010,16,2011-01-02,23-089,NWE,,MIA,W 38-7,3,2,82,41.00,1,0,0,,0,1,23,23.00,0,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
19,2011,1,2011-09-11,23-341,CIN,@,CLE,W 27-17,0,0,0,,0,0,0,,0,4,92,23.00,0,1,15,15.00,0,0,0,0.0,0,0
