
9,2010,9,2010-11-14,22-010,DAL,@,NYG,W 33-20,5,3,104,34.67,1,0,0,,0,4,86,21.50,0,0,0,,0,,1,6,0.0,0,0
10,2010,10,2010-11-21,22-017,DAL,,DET,W 35-19,4,3,8,2.67,1,0,0,,0,1,15,15.00,0,0,0,,0,,1,6,0.0,0,0
11,2010,11,2010-11-25,22-021,DAL,,NOR,L 27-30,6,0,0,,0,1,0,0.00,0,2,60,30.00,0,1,13,13.00,0,,0,0,0.0,1,0
12,2010,12,2010-12-05,22-031,DAL,@,IND,W 38-35,3,1,14,14.00,0,0,0,,0,3,107,35.67,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
13,2011,1,2011-09-11,22-311,DAL,@,NYJ,L 24-27,8,3,71,23.67,1,0,0,,0,0,0,,0,1,12,12.00,0,,1,6,0.0,1,0
14,2011,3,2011-09-26,22-326,DAL,,WAS,W 18-16,4,4,63,15.75,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2011,4,2011-10-02,22-332,DAL,,DET,L 30-34,5,3,37,12.33,2,1,5,5.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
16,2011,5,2011-10-16,22-346,DAL,@,NWE,L 16-20,8,4,78,19.50,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
17,2011,6,2011-10-23,22-353,DAL,,STL,W 34-7,8,5,90,18.00,1,0,0,,0,0,0,,0,1,7,7.00,0,,1,6,0.0,0,0
18,2011,7,2011-10-30,22-360,DAL,@,PHI,L 7-34,5,3,28,9.33,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2011,8,2011-11-06,23-002,DAL,,SEA,W 23-13,9,4,76,19.00,0,0,0,,0,0,0,,0,2,8,4.00,0,,0,0,0.0,0,0
20,2011,9,2011-11-13,23-009,DAL,,BUF,W 44-7,6,6,74,12.33,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
21,2011,10,2011-11-20,23-016,DAL,@,WAS,W 27-24,8,3,68,22.67,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
22,2011,11,2011-11-24,23-020,DAL,,MIA,W 20-19,6,3,35,11.67,0,0,0,,0,0,0,,0,1,20,20.00,0,,0,0,0.0,0,0
23,2011,12,2011-12-04,23-030,DAL,@,ARI,L 13-19,14,8,86,10.75,1,0,0,,0,0,0,,0,3,18,6.00,0,,1,6,0.0,0,0
24,2011,13,2011-12-11,23-037,DAL,,NYG,L 34-37,2,1,50,50.00,1,0,0,,0,0,0,,0,1,10,10.00,0,,1,6,0.0,0,0
25,2011,14,2011-12-17,23-043,DAL,@,TAM,W 31-15,4,4,40,10.00,1,0,0,,0,0,0,,0,4,15,3.75,0,,1,6,0.0,0,0
26,2011,15,2011-12-24,23-050,DAL,,PHI,L 7-20,8,6,62,10.33,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2011,16,2012-01-01,23-058,DAL,@,NYG,L 14-31,8,6,70,11.67,0,0,0,,0,3,55,18.33,0,2,13,6.50,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
28,2012,1,2012-09-05,23-306,DAL,@,NYG,W 24-17,5,4,85,21.25,0,0,0,,0,0,0,,0,2,0,0.00,0,,0,0,0.0,0,0
29,2012,2,2012-09-16,23-317,DAL,@,SEA,L 7-27,7,3,17,5.67,0,0,0,,0,0,0,,0,2,2,1.00,0,,0,0,0.0,0,0
30,2012,3,2012-09-23,23-324,DAL,,TAM,W 16-10,8,6,62,10.33,0,0,0,,0,0,0,,0,3,43,14.33,0,,0,0,0.0,0,0
31,2012,4,2012-10-01,23-332,DAL,,CHI,L 18-34,13,8,105,13.13,0,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0
32,2012,5,2012-10-14,23-345,DAL,@,BAL,L 29-31,15,13,95,7.31,2,0,0,,0,0,0,,0,1,10,10.00,0,,2,12,0.0,0,0
33,2012,6,2012-10-21,23-352,DAL,@,CAR,W 19-14,3,2,14,7.00,0,0,0,,0,0,0,,0,3,17,5.67,0,,0,0,0.0,0,0
34,2012,7,2012-10-28,23-359,DAL,,NYG,L 24-29,11,5,110,22.00,0,0,0,,0,0,0,,0,1,-6,-6.00,0,,0,0,0.0,0,0
35,2012,8,2012-11-04,24-000,DAL,@,ATL,L 13-19,4,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2012,9,2012-11-11,24-007,DAL,@,PHI,W 38-23,5,3,87,29.00,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
37,2012,10,2012-11-18,24-014,DAL,,CLE,W 23-20,15,12,145,12.08,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
38,2012,11,2012-11-22,24-018,DAL,,WAS,L 31-38,11,8,145,18.13,2,1,6,6.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
39,2012,12,2012-12-02,24-028,DAL,,PHI,W 38-33,6,6,98,16.33,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
40,2012,13,2012-12-09,24-035,DAL,@,CIN,W 20-19,6,4,50,12.50,1,1,-11,-11.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
41,2012,14,2012-12-16,24-042,DAL,,PIT,W 27-24,9,4,59,14.75,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
42,2012,15,2012-12-23,24-049,DAL,,NOR,L 31-34,12,9,224,24.89,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
43,2012,16,2012-12-30,24-056,DAL,@,WAS,L 18-28,8,4,71,17.75,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
44,2013,1,2013-09-08,24-308,DAL,,NYG,W 36-31,8,4,22,5.50,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2013,2,2013-09-15,24-315,DAL,@,KAN,L 16-17,13,9,141,15.67,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
46,2013,3,2013-09-22,24-322,DAL,,STL,W 31-7,6,4,38,9.50,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
47,2013,4,2013-09-29,24-329,DAL,@,SDG,L 21-30,9,6,81,13.50,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
48,2013,5,2013-10-06,24-336,DAL,,DEN,L 48-51,10,6,141,23.50,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
49,2013,6,2013-10-13,24-343,DAL,,WAS,W 31-16,8,5,36,7.20,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2013,7,2013-10-20,24-350,DAL,@,PHI,W 17-3,16,8,110,13.75,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2013,8,2013-10-27,24-357,DAL,@,DET,L 30-31,6,3,72,24.00,2,1,1,1.00,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
52,2013,9,2013-11-03,24-364,DAL,,MIN,W 27-23,11,6,64,10.67,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2013,10,2013-11-10,25-006,DAL,@,NOR,L 17-49,2,1,44,44.00,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2013,11,2013-11-24,25-020,DAL,@,NYG,W 24-21,16,9,86,9.56,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
55,2013,12,2013-11-28,25-024,DAL,,OAK,W 31-24,9,7,61,8.71,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
56,2013,13,2013-12-09,25-035,DAL,@,CHI,L 28-45,4,2,12,6.00,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
57,2013,14,2013-12-15,25-041,DAL,,GNB,L 36-37,17,11,153,13.91,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
58,2013,15,2013-12-22,25-048,DAL,@,WAS,W 24-23,11,4,73,18.25,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,1
59,2013,16,2013-12-29,25-055,DAL,,PHI,L 22-24,13,8,99,12.38,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
60,2014,1,2014-09-07,25-307,DAL,,SFO,L 17-28,6,4,55,13.75,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
61,2014,2,2014-09-14,25-314,DAL,@,TEN,W 26-10,14,10,103,10.30,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
62,2014,3,2014-09-21,25-321,DAL,@,STL,W 34-31,7,6,89,14.83,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
63,2014,4,2014-09-28,25-328,DAL,,NOR,W 38-17,6,3,44,14.67,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
64,2014,5,2014-10-05,25-335,DAL,,HOU,W 20-17,14,9,85,9.44,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
65,2014,6,2014-10-12,25-342,DAL,@,SEA,W 30-23,10,4,63,15.75,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
66,2014,7,2014-10-19,25-349,DAL,,NYG,W 31-21,12,9,151,16.78,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2014,8,2014-10-27,25-357,DAL,,WAS,L 17-20,7,3,30,10.00,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
68,2014,9,2014-11-02,25-363,DAL,,ARI,L 17-28,10,2,15,7.50,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
69,2014,10,2014-11-09,26-005,DAL,@,JAX,W 31-17,8,6,158,26.33,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
70,2014,11,2014-11-23,26-019,DAL,@,NYG,W 31-28,9,7,86,12.29,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
71,2014,12,2014-11-27,26-023,DAL,,PHI,L 10-33,7,4,73,18.25,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2014,13,2014-12-04,26-030,DAL,@,CHI,W 41-28,8,6,82,13.67,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2014,14,2014-12-14,26-040,DAL,@,PHI,W 38-27,7,6,114,19.00,3,0,0,,0,0,0,,0,0,0,,0,,3,18,0.0,0,0
74,2014,15,2014-12-21,26-047,DAL,,IND,W 42-7,5,5,73,14.60,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
75,2014,16,2014-12-28,26-054,DAL,@,WAS,W 44-17,6,4,99,24.75,2,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
76,2015,1,2015-09-13,26-313,DAL,,NYG,W 27-26,7,5,48,9.60,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2015,7,2015-11-01,26-362,DAL,,SEA,L 12-13,6,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2015,8,2015-11-08,27-004,DAL,,PHI,L 27-33,8,5,104,20.80,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
79,2015,9,2015-11-15,27-011,DAL,@,TAM,L 6-10,12,5,45,9.00,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2015,10,2015-11-22,27-018,DAL,@,MIA,W 24-14,9,4,45,11.25,1,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
81,2015,11,2015-11-26,27-022,DAL,,CAR,L 14-33,8,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,81 Games,,,,,41-40-0,659,404,5704,14.12,58,5,1,0.20,0,15,348,23.20,0,42,384,9.14,2,1,60,362,0.0,5,1
