
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2012,1,2012-09-09,22-178,HOU,,MIA,W 30-10,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2012,2,2012-09-16,22-185,HOU,@,JAX,W 27-7,2,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2012,3,2012-09-23,22-192,HOU,@,DEN,W 31-25,4,2,20,10.00,0,1,21,21.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2012,4,2012-09-30,22-199,HOU,,TEN,W 38-14,3,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2012,5,2012-10-08,22-207,HOU,@,NYJ,W 23-17,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2012,6,2012-10-14,22-213,HOU,,GNB,L 24-42,6,2,24,12.00,0,0,0,,0,3,65,21.67,0,1,19,19.00,0,0,0,0.0,0,0
7,2012,7,2012-10-21,22-220,HOU,,BAL,W 43-13,2,0,0,,0,0,0,,0,1,17,17.00,0,4,9,2.25,0,0,0,0.0,0,0
8,2012,8,2012-11-04,22-234,HOU,,BUF,W 21-9,0,0,0,,0,1,1,1.00,0,3,62,20.67,0,2,34,17.00,0,0,0,0.0,0,0
9,2012,9,2012-11-11,22-241,HOU,@,CHI,W 13-6,1,0,0,,0,0,0,,0,3,66,22.00,0,0,0,,0,0,0,0.0,0,0
10,2012,10,2012-11-18,22-248,HOU,,JAX,W 43-37,1,1,9,9.00,1,0,0,,0,5,162,32.40,0,2,76,38.00,0,1,6,0.0,0,0
11,2012,11,2012-11-22,22-252,HOU,@,DET,W 34-31,3,2,17,8.50,0,1,17,17.00,0,5,121,24.20,0,2,10,5.00,0,0,0,0.0,0,0
12,2012,12,2012-12-02,22-262,HOU,@,TEN,W 24-10,2,0,0,,0,0,0,,0,1,14,14.00,0,4,67,16.75,0,0,0,0.0,0,0
13,2012,13,2012-12-10,22-270,HOU,@,NWE,L 14-42,3,1,-4,-4.00,0,0,0,,0,2,39,19.50,0,2,1,0.50,0,0,0,0.0,0,0
14,2012,14,2012-12-16,22-276,HOU,,IND,W 29-17,0,0,0,,0,0,0,,0,1,18,18.00,0,2,12,6.00,0,0,0,0.0,0,0
15,2012,15,2012-12-23,22-283,HOU,,MIN,L 6-23,0,0,0,,0,0,0,,0,4,84,21.00,0,2,16,8.00,0,0,0,0.0,0,0
16,2012,16,2012-12-30,22-290,HOU,@,IND,L 16-28,0,0,0,,0,0,0,,0,3,93,31.00,0,1,23,23.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2013,1,2013-09-09,23-178,HOU,@,SDG,W 31-28,0,0,0,,0,0,0,,0,4,116,29.00,0,3,21,7.00,0,0,0,0.0,0,0
18,2013,2,2013-09-15,23-184,HOU,,TEN,W 30-24,2,2,37,18.50,0,0,0,,0,4,104,26.00,0,5,9,1.80,0,0,0,0.0,0,0
19,2013,3,2013-09-22,23-191,HOU,@,BAL,L 9-30,3,2,35,17.50,0,0,0,,0,2,55,27.50,0,2,18,9.00,0,0,0,0.0,0,0
20,2013,4,2013-09-29,23-198,HOU,,SEA,L 20-23,6,1,6,6.00,0,0,0,,0,2,52,26.00,0,1,1,1.00,0,0,0,0.0,0,0
21,2013,5,2013-10-06,23-205,HOU,@,SFO,L 3-34,1,1,14,14.00,0,0,0,,0,5,120,24.00,0,2,11,5.50,0,0,0,0.0,0,0
22,2013,6,2013-10-13,23-212,HOU,,STL,L 13-38,2,2,12,6.00,0,0,0,,0,3,79,26.33,0,0,0,,0,0,0,0.0,0,0
