
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,3,2010-09-26,23-225,TAM,,PIT,L 13-38,0,0,0,,0,0,0,,0,2,52,26.00,0,0,0,,0,0,0,0.0,0,0
2,2010,5,2010-10-17,23-246,TAM,,NOR,L 6-31,0,0,0,,0,0,0,,0,5,83,16.60,0,0,0,,0,0,0,0.0,0,0
3,2010,6,2010-10-24,23-253,TAM,,STL,W 18-17,0,0,0,,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0,0.0,0,0
4,2010,8,2010-11-07,23-267,TAM,@,ATL,L 21-27,2,0,0,,0,1,7,7.00,0,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
5,2010,9,2010-11-14,23-274,TAM,,CAR,W 31-16,2,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
6,2010,13,2010-12-12,23-302,TAM,@,WAS,W 17-16,0,0,0,,0,0,0,,0,1,4,4.00,0,0,0,,0,0,0,0.0,0,1
7,2010,14,2010-12-19,23-309,TAM,,DET,L 20-23,,,,,,,,,,,,,,,,,,,,,,
8,2010,15,2010-12-26,23-316,TAM,,SEA,W 38-15,2,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2010,16,2011-01-02,23-323,TAM,@,NOR,W 23-13,3,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
10,2011,1,2011-09-11,24-210,TAM,,DET,L 20-27,7,4,44,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,2,2011-09-18,24-217,TAM,@,MIN,W 24-20,7,6,98,16.33,0,0,0,,0,3,70,23.33,0,2,27,13.50,0,0,0,0.0,0,0
12,2011,3,2011-09-25,24-224,TAM,,ATL,W 16-13,1,1,11,11.00,0,0,0,,0,1,24,24.00,0,2,29,14.50,0,0,0,0.0,0,0
13,2011,4,2011-10-03,24-232,TAM,,IND,W 24-17,7,5,70,14.00,1,0,0,,0,1,24,24.00,0,3,17,5.67,0,1,6,0.0,0,0
14,2011,5,2011-10-09,24-238,TAM,@,SFO,L 3-48,3,1,13,13.00,0,0,0,,0,4,86,21.50,0,0,0,,0,0,0,0.0,0,0
15,2011,6,2011-10-16,24-245,TAM,,NOR,W 26-20,5,2,32,16.00,1,1,-3,-3.00,0,2,30,15.00,0,3,24,8.00,0,1,6,0.0,0,0
16,2011,7,2011-10-23,24-252,TAM,,CHI,L 18-24,6,4,42,10.50,0,0,0,,0,2,28,14.00,0,3,8,2.67,0,0,0,0.0,0,0
17,2011,8,2011-11-06,24-266,TAM,@,NOR,L 16-27,4,3,56,18.67,0,0,0,,0,1,45,45.00,0,2,16,8.00,0,0,0,0.0,0,0
18,2011,9,2011-11-13,24-273,TAM,,HOU,L 9-37,4,2,17,8.50,1,0,0,,0,0,0,,0,2,34,17.00,0,1,6,0.0,1,0
19,2011,10,2011-11-20,24-280,TAM,@,GNB,L 26-35,2,1,20,20.00,0,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0.0,0,0
20,2011,11,2011-11-27,24-287,TAM,@,TEN,L 17-23,3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2011,12,2011-12-04,24-294,TAM,,CAR,L 19-38,3,3,26,8.67,0,0,0,,0,0,0,,0,2,42,21.00,0,0,0,0.0,0,0
22,2011,13,2011-12-11,24-301,TAM,@,JAX,L 14-41,3,3,35,11.67,0,0,0,,0,0,0,,0,3,-3,-1.00,0,0,0,0.0,0,0
23,2011,14,2011-12-17,24-307,TAM,,DAL,L 15-31,3,0,0,,0,0,0,,0,3,70,23.33,0,0,0,,0,0,0,0.0,0,0
