
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2012,13,2012-12-09,24-059,JAX,,NYJ,L 10-17,2,0,0,,0
2,2012,14,2012-12-16,24-066,JAX,@,MIA,L 3-24,2,0,0,,0
3,2012,15,2012-12-23,24-073,JAX,,NWE,L 16-23,3,1,17,17.00,0
4,2012,16,2012-12-30,24-080,JAX,@,TEN,L 20-38,4,2,24,12.00,0
,,,4 Games,,,,,0-4-0,11,3,41,13.67,0
