
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2012,15,2012-12-23,23-318,JAX,,NWE,L 16-23,,,,,,,,,,,,,,,,,,
2,2012,16,2012-12-30,23-325,JAX,@,TEN,L 20-38,1,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
3,2013,1,2013-09-08,24-211,JAX,,KAN,L 2-28,3,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2013,6,2013-10-13,24-246,JAX,@,DEN,L 19-35,5,4,49,12.25,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2013,7,2013-10-20,24-253,JAX,,SDG,L 6-24,8,5,120,24.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2013,8,2013-10-27,24-260,JAX,,SFO,L 10-42,6,3,43,14.33,1,0,0,,0,0,0,,0,1,6,0.0,0,0
7,2013,9,2013-11-10,24-274,JAX,@,TEN,W 29-27,4,2,40,20.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2013,10,2013-11-17,24-281,JAX,,ARI,L 14-27,3,2,23,11.50,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2013,12,2013-12-01,24-295,JAX,@,CLE,W 32-28,2,1,7,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2013,13,2013-12-05,24-299,JAX,,HOU,W 27-20,7,3,16,5.33,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2013,14,2013-12-15,24-309,JAX,,BUF,L 20-27,7,3,20,6.67,0,0,0,,0,0,0,,0,0,0,0.0,1,0
12,2013,15,2013-12-22,24-316,JAX,,TEN,L 16-20,6,5,71,14.20,1,0,0,,0,0,0,,0,1,6,0.0,0,0
13,2013,16,2013-12-29,24-323,JAX,@,IND,L 10-30,5,3,43,14.33,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
14,2014,1,2014-09-07,25-210,JAX,@,PHI,L 17-34,5,3,36,12.00,0,0,0,,0,3,28,9.33,0,0,0,0.0,0,0
15,2014,2,2014-09-14,25-217,JAX,@,WAS,L 10-41,4,0,0,,0,0,0,,0,2,9,4.50,0,0,0,0.0,0,0
16,2014,3,2014-09-21,25-224,JAX,,IND,L 17-44,1,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2014,4,2014-09-28,25-231,JAX,@,SDG,L 14-33,3,1,12,12.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2014,5,2014-10-05,25-238,JAX,,PIT,L 9-17,2,2,26,13.00,0,1,11,11.00,0,0,0,,0,0,0,0.0,0,0
,,,18 Games,,,,,3-15-0,72,39,534,13.69,2,1,11,11.00,0,5,37,7.40,0,2,12,0.0,1,0
