
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2013,1,2013-09-08,23-355,DAL,,NYG,W 36-31,4,2,32,16.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2013,2,2013-09-15,23-362,DAL,@,KAN,L 16-17,3,3,28,9.33,0,1,-3,-3.00,0,0,0,,0,,0,0,0.0,0,0
3,2013,3,2013-09-22,24-004,DAL,,STL,W 31-7,,,,,,,,,,,,,,,,,,,
4,2013,4,2013-09-29,24-011,DAL,@,SDG,L 21-30,8,7,71,10.14,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2013,5,2013-10-06,24-018,DAL,,DEN,L 48-51,4,4,151,37.75,1,1,2,2.00,0,0,0,,0,1,1,8,0.0,0,0
6,2013,6,2013-10-13,24-025,DAL,,WAS,W 31-16,2,2,27,13.50,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
7,2013,7,2013-10-20,24-032,DAL,@,PHI,W 17-3,7,6,71,11.83,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
8,2013,8,2013-10-27,24-039,DAL,@,DET,L 30-31,10,2,64,32.00,1,1,5,5.00,0,0,0,,0,,1,6,0.0,0,0
9,2013,9,2013-11-03,24-046,DAL,,MIN,W 27-23,7,2,33,16.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
10,2013,10,2013-11-10,24-053,DAL,@,NOR,L 17-49,5,1,21,21.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
11,2013,11,2013-11-24,24-067,DAL,@,NYG,W 24-21,2,1,10,10.00,0,0,0,,0,1,21,21.00,0,,0,0,0.0,0,0
12,2013,12,2013-11-28,24-071,DAL,,OAK,W 31-24,6,3,23,7.67,0,0,0,,0,2,61,30.50,0,,0,0,0.0,0,0
13,2013,13,2013-12-09,24-082,DAL,@,CHI,L 28-45,3,2,36,18.00,0,0,0,,0,1,14,14.00,0,,0,0,0.0,0,0
14,2013,14,2013-12-15,24-088,DAL,,GNB,L 36-37,5,4,46,11.50,0,0,0,,0,2,46,23.00,0,,0,0,0.0,0,0
15,2013,15,2013-12-22,24-095,DAL,@,WAS,W 24-23,6,4,84,21.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2013,16,2013-12-29,24-102,DAL,,PHI,L 22-24,2,1,39,39.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Tkl,Ast
17,2014,1,2014-09-07,24-354,DAL,,SFO,L 17-28,7,4,50,12.50,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
18,2014,2,2014-09-14,24-361,DAL,@,TEN,W 26-10,4,2,20,10.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2014,3,2014-09-21,25-003,DAL,@,STL,W 34-31,3,2,32,16.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
20,2014,4,2014-09-28,25-010,DAL,,NOR,W 38-17,7,6,77,12.83,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
21,2014,5,2014-10-05,25-017,DAL,,HOU,W 20-17,6,2,71,35.50,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
22,2014,6,2014-10-12,25-024,DAL,@,SEA,W 30-23,2,2,70,35.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2014,7,2014-10-19,25-031,DAL,,NYG,W 31-21,3,1,18,18.00,1,0,0,,0,0,0,,0,,1,6,0.0,0,0
24,2014,8,2014-10-27,25-039,DAL,,WAS,L 17-20,7,6,69,11.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
25,2014,9,2014-11-02,25-045,DAL,,ARI,L 17-28,7,2,19,9.50,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
26,2014,10,2014-11-09,25-052,DAL,@,JAX,W 31-17,2,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2014,11,2014-11-23,25-066,DAL,@,NYG,W 31-28,2,1,18,18.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2014,12,2014-11-27,25-070,DAL,,PHI,L 10-33,4,2,38,19.00,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
29,2014,13,2014-12-04,25-077,DAL,@,CHI,W 41-28,,,,,,,,,,,,,,,,,,,
30,2014,14,2014-12-14,25-087,DAL,@,PHI,W 38-27,5,2,19,9.50,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2014,15,2014-12-21,25-094,DAL,,IND,W 42-7,2,2,52,26.00,2,0,0,,0,0,0,,0,,2,12,0.0,0,0
