
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2006,2,2006-09-17,23-017,NOR,@,GNB,W 34-27,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,28,14.00,0,,0,0,0.0,0,0
2,2006,3,2006-09-25,23-025,NOR,,ATL,W 23-3,1,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
3,2006,4,2006-10-01,23-031,NOR,@,CAR,L 18-21,1,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,3,1.50,0,,0,0,0.0,0,0
4,2006,5,2006-10-08,23-038,NOR,,TAM,W 24-21,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
5,2007,1,2007-09-06,24-006,NOR,@,IND,L 10-41,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,3,65,21.67,0,1,30,30.00,0,,0,0,0.0,0,0
6,2007,2,2007-09-16,24-016,NOR,@,TAM,L 14-31,5,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,,,3,50,16.67,0,0,0,,0,,0,0,0.0,0,0
7,2007,3,2007-09-24,24-024,NOR,,TEN,L 14-31,10,6,54,9.00,0,0,0,,0,0,0,,0,0,0,,,,3,54,18.00,0,0,0,,0,,0,0,0.0,0,0
8,2007,4,2007-10-07,24-037,NOR,,CAR,L 13-16,4,3,32,10.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,11,5.50,0,,0,0,0.0,0,0
9,2007,5,2007-10-14,24-044,NOR,@,SEA,W 28-17,4,3,35,11.67,0,1,7,7.00,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
10,2007,6,2007-10-21,24-051,NOR,,ATL,W 22-16,2,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,55,27.50,0,,0,0,0.0,0,0
11,2007,7,2007-10-28,24-058,NOR,@,SFO,W 31-10,1,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,25,6.25,0,,0,0,0.0,0,0
12,2007,8,2007-11-04,24-065,NOR,,JAX,W 41-24,4,3,26,8.67,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,11,5.50,0,,1,6,0.0,0,0
13,2007,9,2007-11-11,24-072,NOR,,STL,L 29-37,1,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
14,2007,10,2007-11-18,24-079,NOR,@,HOU,L 10-23,1,0,0,,0,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
15,2007,11,2007-11-25,24-086,NOR,@,CAR,W 31-6,5,3,16,5.33,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,12,6.00,0,,1,6,0.0,0,0
16,2007,12,2007-12-02,24-093,NOR,,TAM,L 23-27,2,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,5,83,16.60,0,0,0,,0,,0,0,0.0,0,0
17,2007,13,2007-12-10,24-101,NOR,@,ATL,W 34-14,4,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
18,2007,14,2007-12-16,24-107,NOR,,ARI,W 31-24,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
19,2007,15,2007-12-23,24-114,NOR,,PHI,L 23-38,5,3,28,9.33,0,0,0,,0,0,0,,0,0,0,,,,3,66,22.00,0,1,8,8.00,0,,0,0,0.0,0,0
20,2007,16,2007-12-30,24-121,NOR,@,CHI,L 25-33,2,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
21,2008,1,2008-09-07,25-007,NOR,,TAM,W 24-20,4,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
22,2008,2,2008-09-14,25-014,NOR,@,WAS,L 24-29,1,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,,,1,36,36.00,0,0,0,,0,,0,0,0.0,0,0
23,2008,3,2008-09-21,25-021,NOR,@,DEN,L 32-34,8,7,78,11.14,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2008,4,2008-09-28,25-028,NOR,,SFO,W 31-17,10,7,101,14.43,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
25,2008,5,2008-10-06,25-036,NOR,,MIN,L 27-30,9,5,31,6.20,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
26,2008,6,2008-10-12,25-042,NOR,,OAK,W 34-3,8,7,97,13.86,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2008,7,2008-10-19,25-049,NOR,@,CAR,L 7-30,6,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
28,2008,8,2008-10-26,25-056,NOR,,SDG,W 37-32,10,6,90,15.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
29,2008,9,2008-11-09,25-070,NOR,@,ATL,L 20-34,13,6,76,12.67,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
30,2008,10,2008-11-16,25-077,NOR,@,KAN,W 30-20,9,8,102,12.75,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
31,2008,11,2008-11-24,25-085,NOR,,GNB,W 51-29,7,5,115,23.00,2,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,1,11,11.00,0,,2,12,0.0,1,0
32,2008,12,2008-11-30,25-091,NOR,@,TAM,L 20-23,6,2,15,7.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2008,13,2008-12-07,25-098,NOR,,ATL,W 29-25,6,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2008,14,2008-12-11,25-102,NOR,@,CHI,L 24-27,8,5,27,5.40,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,1,0
35,2008,15,2008-12-21,25-112,NOR,@,DET,W 42-7,5,4,36,9.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,6,3.00,0,,0,0,0.0,0,0
36,2008,16,2008-12-28,25-119,NOR,,CAR,L 31-33,11,8,91,11.38,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
37,2009,1,2009-09-13,26-013,NOR,,DET,W 45-27,3,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2009,2,2009-09-20,26-020,NOR,@,PHI,W 48-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2009,4,2009-10-04,26-034,NOR,,NYJ,W 24-10,1,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2009,5,2009-10-18,26-048,NOR,,NYG,W 48-27,7,6,78,13.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
41,2009,6,2009-10-25,26-055,NOR,@,MIA,W 46-34,4,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
42,2009,7,2009-11-02,26-063,NOR,,ATL,W 35-27,2,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2009,14,2009-12-19,26-110,NOR,,DAL,L 17-24,2,1,7,7.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
44,2010,1,2010-09-09,27-009,NOR,,MIN,W 14-9,4,3,23,7.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2010,2,2010-09-20,27-020,NOR,@,SFO,W 25-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2010,3,2010-09-26,27-026,NOR,,ATL,L 24-27,7,6,149,24.83,2,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,72,72.00,0,,2,12,0.0,0,0
47,2010,4,2010-10-03,27-033,NOR,,CAR,W 16-14,8,5,37,7.40,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,12,4.00,0,,1,6,0.0,0,0
48,2010,5,2010-10-10,27-040,NOR,@,ARI,L 20-30,4,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2010,6,2010-10-17,27-047,NOR,@,TAM,W 31-6,4,2,57,28.50,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,-3,-3.00,0,,1,6,0.0,0,0
50,2010,7,2010-10-24,27-054,NOR,,CLE,L 17-30,8,5,43,8.60,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,-1,-0.50,0,,0,0,0.0,0,0
51,2010,8,2010-10-31,27-061,NOR,,PIT,W 20-10,8,7,54,7.71,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,17,17.00,0,,1,6,0.0,1,0
52,2010,9,2010-11-07,27-068,NOR,@,CAR,W 34-3,8,6,77,12.83,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,15,5.00,0,,0,0,0.0,0,0
53,2010,10,2010-11-21,27-082,NOR,,SEA,W 34-19,4,3,43,14.33,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2010,11,2010-11-25,27-086,NOR,@,DAL,W 30-27,7,5,39,7.80,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
55,2010,12,2010-12-05,27-096,NOR,@,CIN,W 34-30,7,6,36,6.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
56,2010,13,2010-12-12,27-103,NOR,,STL,W 31-13,6,5,70,14.00,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,,1,6,0.0,1,0
