
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2010,15,2010-12-26,21-117,TAM,,SEA,W 38-15,2,2,28,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2010,16,2011-01-02,21-124,TAM,@,NOR,W 23-13,5,4,65,16.25,1,0,0,,0,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
3,2011,1,2011-09-11,22-011,TAM,,DET,L 20-27,2,2,14,7.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2011,2,2011-09-18,22-018,TAM,@,MIN,W 24-20,4,4,42,10.50,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2011,3,2011-09-25,22-025,TAM,,ATL,W 16-13,,,,,,,,,,,,,,,,,,
6,2011,4,2011-10-03,22-033,TAM,,IND,W 24-17,0,,,,,,,,,,,,,,,,,
7,2011,5,2011-10-09,22-039,TAM,@,SFO,L 3-48,2,2,18,9.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2011,6,2011-10-16,22-046,TAM,,NOR,W 26-20,2,2,49,24.50,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2011,7,2011-10-23,22-053,TAM,,CHI,L 18-24,10,6,73,12.17,1,0,0,,0,0,0,,0,1,6,0.0,0,0
10,2011,8,2011-11-06,22-067,TAM,@,NOR,L 16-27,2,1,46,46.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,9,2011-11-13,22-074,TAM,,HOU,L 9-37,2,0,0,,0,0,0,,0,1,12,12.00,0,0,0,0.0,0,0
12,2011,10,2011-11-20,22-081,TAM,@,GNB,L 26-35,3,2,7,3.50,1,0,0,,0,0,0,,0,1,6,0.0,0,0
13,2011,11,2011-11-27,22-088,TAM,@,TEN,L 17-23,,,,,,,,,,,,,,,,,,
14,2011,12,2011-12-04,22-095,TAM,,CAR,L 19-38,2,1,23,23.00,1,0,0,,0,0,0,,0,1,6,0.0,0,0
15,2011,13,2011-12-11,22-102,TAM,@,JAX,L 14-41,7,3,20,6.67,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,14,2011-12-17,22-108,TAM,,DAL,L 15-31,3,3,36,12.00,1,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2011,15,2011-12-24,22-115,TAM,@,CAR,L 16-48,1,1,6,6.00,0,0,0,,0,0,0,,0,0,0,0.0,1,0
18,2011,16,2012-01-01,22-123,TAM,@,ATL,L 24-45,11,8,53,6.63,2,0,0,,0,0,0,,0,2,12,0.0,2,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
19,2012,2,2012-09-16,23-016,WAS,@,STL,L 28-31,1,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2012,3,2012-09-23,23-023,WAS,,CIN,L 31-38,,,,,,,,,,,,,,,,,,
21,2012,4,2012-09-30,23-030,WAS,@,TAM,W 24-22,,,,,,,,,,,,,,,,,,
22,2012,6,2012-10-14,23-044,WAS,,MIN,W 38-26,1,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,7,2012-10-21,23-051,WAS,@,NYG,L 23-27,,,,,,,,,,,,,,,,,,
24,2012,8,2012-10-28,23-058,WAS,@,PIT,L 12-27,2,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2012,9,2012-11-04,23-065,WAS,,CAR,L 13-21,1,1,8,8.00,0,1,1,1.00,0,0,0,,0,0,0,0.0,0,0
,,,25 Games,,,,,8-17-0,63,43,502,11.67,7,1,1,1.00,0,1,12,12.00,0,7,42,0.0,3,0
