
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-12,22-277,OAK,@,DEN,W 23-20,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2,2011-09-18,22-283,OAK,@,BUF,L 35-38,8,5,146,29.20,1,1,25,25.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
3,2011,3,2011-09-25,22-290,OAK,,NYJ,W 34-24,6,4,34,8.50,0,1,23,23.00,1,0,0,,0,3,15,5.00,0,1,6,0.0,0,0
4,2011,4,2011-10-02,22-297,OAK,,NWE,L 19-31,5,3,19,6.33,1,0,0,,0,0,0,,0,1,18,18.00,0,1,6,0.0,0,0
5,2011,5,2011-10-09,22-304,OAK,@,HOU,W 25-20,6,0,0,,0,0,0,,0,0,0,,0,4,34,8.50,0,0,0,0.0,0,0
6,2011,6,2011-10-16,22-311,OAK,,CLE,W 24-17,4,1,9,9.00,0,1,-3,-3.00,0,0,0,,0,2,-6,-3.00,0,0,0,0.0,0,0
7,2011,7,2011-10-23,22-318,OAK,,KAN,L 0-28,5,1,4,4.00,0,0,0,,0,0,0,,0,4,39,9.75,0,0,0,0.0,2,0
8,2011,8,2011-11-06,22-332,OAK,,DEN,L 24-38,12,4,61,15.25,0,0,0,,0,0,0,,0,4,43,10.75,0,0,0,0.0,1,0
9,2011,9,2011-11-10,22-336,OAK,@,SDG,W 24-17,7,5,123,24.60,2,0,0,,0,0,0,,0,3,38,12.67,0,2,12,0.0,0,0
10,2011,10,2011-11-20,22-346,OAK,@,MIN,W 27-21,2,1,14,14.00,0,0,0,,0,1,20,20.00,0,2,34,17.00,0,0,0,0.0,0,0
11,2011,14,2011-12-18,23-009,OAK,,DET,L 27-28,5,2,13,6.50,0,1,13,13.00,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,0
12,2011,15,2011-12-24,23-015,OAK,@,KAN,W 16-13,9,4,94,23.50,1,0,0,,0,0,0,,0,2,1,0.50,0,1,6,0.0,1,0
13,2011,16,2012-01-01,23-023,OAK,,SDG,L 26-38,6,3,101,33.67,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
14,2012,2,2012-09-16,23-282,OAK,@,MIA,L 13-35,8,3,67,22.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2012,3,2012-09-23,23-289,OAK,,PIT,W 34-31,10,5,45,9.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
16,2012,4,2012-09-30,23-296,OAK,@,DEN,L 6-37,8,4,71,17.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,5,2012-10-14,23-310,OAK,@,ATL,L 20-23,9,5,104,20.80,1,0,0,,0,0,0,,0,1,0,0.00,0,1,6,0.0,0,0
18,2012,6,2012-10-21,23-317,OAK,,JAX,W 26-23,8,4,36,9.00,1,0,0,,0,0,0,,0,1,0,0.00,0,1,6,0.0,0,0
19,2012,7,2012-10-28,23-324,OAK,@,KAN,W 26-16,8,5,96,19.20,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2012,8,2012-11-04,23-331,OAK,,TAM,L 32-42,9,4,66,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2012,9,2012-11-11,23-338,OAK,@,BAL,L 20-55,8,4,90,22.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
22,2012,10,2012-11-18,23-345,OAK,,NOR,L 17-38,7,1,9,9.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2012,11,2012-11-25,23-352,OAK,@,CIN,L 10-34,4,1,20,20.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
