
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2010,1,2010-09-12,23-133,TEN,,OAK,W 38-13,1,0,0,,0,0,0,,0,3,70,23.33,0,3,21,7.00,0,0,0,0.0,0,0
2,2010,2,2010-09-19,23-140,TEN,,PIT,L 11-19,0,0,0,,0,0,0,,0,4,97,24.25,0,3,43,14.33,0,0,0,0.0,0,0
3,2010,3,2010-09-26,23-147,TEN,@,NYG,W 29-10,0,0,0,,0,0,0,,0,3,74,24.67,0,0,0,,0,0,0,0.0,0,0
4,2010,4,2010-10-03,23-154,TEN,,DEN,L 20-26,0,0,0,,0,0,0,,0,6,187,31.17,1,1,9,9.00,0,1,6,0.0,0,0
5,2010,5,2010-10-10,23-161,TEN,@,DAL,W 34-27,0,0,0,,0,0,0,,0,3,109,36.33,0,0,0,,0,0,0,0.0,0,0
6,2010,6,2010-10-18,23-169,TEN,@,JAX,W 30-3,0,0,0,,0,0,0,,0,2,50,25.00,0,1,9,9.00,0,0,0,0.0,0,0
7,2010,7,2010-10-24,23-175,TEN,,PHI,W 37-19,0,0,0,,0,0,0,,0,0,0,,0,4,43,10.75,0,0,0,0.0,0,0
8,2010,8,2010-10-31,23-182,TEN,@,SDG,L 25-33,0,0,0,,0,0,0,,0,7,159,22.71,0,1,17,17.00,0,0,0,0.0,0,0
9,2010,9,2010-11-14,23-196,TEN,@,MIA,L 17-29,0,0,0,,0,0,0,,0,4,92,23.00,0,3,61,20.33,0,0,0,0.0,0,0
10,2010,10,2010-11-21,23-203,TEN,,WAS,L 16-19,0,0,0,,0,0,0,,0,3,82,27.33,0,1,87,87.00,1,1,6,0.0,0,0
11,2010,11,2010-11-28,23-210,TEN,@,HOU,L 0-20,0,0,0,,0,0,0,,0,4,93,23.25,0,2,25,12.50,0,0,0,0.0,0,0
12,2010,12,2010-12-05,23-217,TEN,,JAX,L 6-17,0,0,0,,0,0,0,,0,2,37,18.50,0,1,4,4.00,0,0,0,0.0,0,0
13,2010,13,2010-12-09,23-221,TEN,,IND,L 28-30,0,0,0,,0,0,0,,0,7,173,24.71,0,1,0,0.00,0,0,0,0.0,0,0
14,2010,14,2010-12-19,23-231,TEN,,HOU,W 31-17,0,0,0,,0,0,0,,0,3,90,30.00,0,1,2,2.00,0,0,0,0.0,0,0
15,2010,15,2010-12-26,23-238,TEN,@,KAN,L 14-34,1,0,0,,0,0,0,,0,5,98,19.60,0,3,1,0.33,0,0,0,0.0,0,0
16,2010,16,2011-01-02,23-245,TEN,@,IND,L 20-23,0,0,0,,0,0,0,,0,4,119,29.75,0,2,7,3.50,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
17,2011,1,2011-09-11,24-132,TEN,@,JAX,L 14-16,1,0,0,,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
18,2011,2,2011-09-18,24-139,TEN,,BAL,W 26-13,2,2,9,4.50,0,0,0,,0,0,0,,0,3,17,5.67,0,0,0,0.0,0,0
19,2011,3,2011-09-25,24-146,TEN,,DEN,W 17-14,1,1,4,4.00,0,1,4,4.00,0,0,0,,0,4,21,5.25,0,0,0,0.0,0,0
20,2011,4,2011-10-02,24-153,TEN,@,CLE,W 31-13,0,0,0,,0,0,0,,0,2,48,24.00,0,2,17,8.50,0,0,0,0.0,0,0
21,2011,5,2011-10-09,24-160,TEN,@,PIT,L 17-38,2,1,5,5.00,0,0,0,,0,3,93,31.00,0,1,10,10.00,0,0,0,0.0,0,0
22,2011,6,2011-10-23,24-174,TEN,,HOU,L 7-41,0,0,0,,0,0,0,,0,5,103,20.60,0,2,33,16.50,0,0,0,0.0,0,0
23,2011,7,2011-10-30,24-181,TEN,,IND,W 27-10,1,0,0,,0,0,0,,0,0,0,,0,2,39,19.50,0,0,0,0.0,0,0
