
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2015,9,2015-11-15,24-207,BAL,,JAX,L 20-22,1,1,21,21.00,0
2,2015,10,2015-11-22,24-214,BAL,,STL,W 16-13,5,4,45,11.25,0
3,2015,11,2015-11-30,24-222,BAL,@,CLE,W 33-27,4,3,27,9.00,0
,,,3 Games,,,,,2-1-0,10,8,93,11.63,0
