
18,2014,12,2014-11-27,27-023,SEA,@,SFO,W 19-3,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,29,7.25,0,0,0
19,2014,14,2014-12-14,27-040,SEA,,SFO,W 17-7,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,19,6.33,0,0,0
20,2014,15,2014-12-21,27-047,SEA,@,ARI,W 35-6,1,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,0,0
21,2014,16,2014-12-28,27-054,SEA,,STL,W 20-6,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,7,3.50,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
22,2015,1,2015-09-13,27-313,JAX,,CAR,L 9-20,2,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
23,2015,3,2015-09-27,27-327,JAX,@,NWE,L 17-51,3,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
24,2015,4,2015-10-04,27-334,JAX,@,IND,L 13-16,3,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,17,5.67,0,0,0
25,2015,5,2015-10-11,27-341,JAX,@,TAM,L 31-38,4,4,64,16.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,0,0.00,0,0,0
26,2015,6,2015-10-18,27-348,JAX,,HOU,L 20-31,12,8,87,10.88,0,0,0,,0,0,0,,0,0,0,,,,3,79,26.33,0,1,7,7.00,0,0,0
27,2015,7,2015-10-25,27-355,JAX,,BUF,W 34-31,1,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,1,1,1.00,0,0,0,,0,0,0
28,2015,8,2015-11-08,28-004,JAX,@,NYJ,L 23-28,7,5,54,10.80,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,6
29,2015,9,2015-11-15,28-011,JAX,@,BAL,W 22-20,5,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,2,1.00,0,0,0
30,2015,10,2015-11-19,28-015,JAX,,TEN,W 19-13,3,2,35,17.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0
31,2015,11,2015-11-29,28-025,JAX,,SDG,L 25-31,3,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
,,,31 Games,,,,,18-13-0,58,39,434,11.13,1,1,-2,-2.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,6,123,20.50,0,42,278,6.62,0,1,6
