
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,2,2011-09-18,23-185,SEA,@,PIT,L 0-24,3,3,30,10.00,0,0,0,0.0,0,0
2,2011,5,2011-10-09,23-206,SEA,@,NYG,W 36-25,,,,,,,,,,
3,2011,7,2011-10-30,23-227,SEA,,CIN,L 12-34,1,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
4,2012,13,2012-12-09,24-267,DET,@,GNB,L 20-27,9,4,54,13.50,0,0,0,0.0,0,0
5,2012,14,2012-12-16,24-274,DET,@,ARI,L 10-38,5,1,14,14.00,0,0,0,0.0,0,0
6,2012,15,2012-12-22,24-280,DET,,ATL,L 18-31,5,2,32,16.00,0,0,0,0.0,0,0
7,2012,16,2012-12-30,24-288,DET,,CHI,L 24-26,2,1,25,25.00,1,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
8,2013,1,2013-09-08,25-175,DET,,MIN,W 34-24,2,1,11,11.00,0,0,0,0.0,0,1
9,2013,2,2013-09-15,25-182,DET,@,ARI,L 21-25,2,0,0,,0,0,0,0.0,0,0
10,2013,3,2013-09-22,25-189,DET,@,WAS,W 27-20,3,1,33,33.00,0,0,0,0.0,0,0
11,2013,4,2013-09-29,25-196,DET,,CHI,W 40-32,4,3,58,19.33,0,0,0,0.0,0,0
12,2013,5,2013-10-06,25-203,DET,@,GNB,L 9-22,8,3,30,10.00,1,1,6,0.0,0,0
13,2013,6,2013-10-13,25-210,DET,@,CLE,W 31-17,13,8,83,10.38,0,0,0,0.0,0,0
14,2013,7,2013-10-20,25-217,DET,,CIN,L 24-27,8,5,41,8.20,0,0,0,0.0,0,0
15,2013,8,2013-10-27,25-224,DET,,DAL,W 31-30,6,4,54,13.50,0,0,0,0.0,0,1
16,2013,9,2013-11-10,25-238,DET,@,CHI,W 21-19,1,1,5,5.00,1,1,6,0.0,0,0
17,2013,10,2013-11-17,25-245,DET,@,PIT,L 27-37,9,3,42,14.00,0,0,0,0.0,0,0
18,2013,11,2013-11-24,25-252,DET,,TAM,L 21-24,6,3,46,15.33,0,0,0,0.0,0,0
19,2013,12,2013-11-28,25-256,DET,,GNB,W 40-10,7,3,68,22.67,0,0,0,0.0,1,0
20,2013,13,2013-12-08,25-266,DET,@,PHI,L 20-34,3,0,0,,0,0,0,0.0,0,0
21,2013,14,2013-12-16,25-274,DET,,BAL,L 16-18,4,1,5,5.00,0,0,0,0.0,0,0
22,2013,15,2013-12-22,25-280,DET,,NYG,L 20-23,7,2,14,7.00,0,0,0,0.0,0,0
23,2013,16,2013-12-29,25-287,DET,@,MIN,L 13-14,2,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
24,2014,13,2014-12-07,26-265,TEN,,NYG,L 7-36,3,3,30,10.00,0,0,0,0.0,0,0
25,2014,14,2014-12-14,26-272,TEN,,NYJ,L 11-16,3,1,14,14.00,0,0,0,0.0,0,0
26,2014,15,2014-12-18,26-276,TEN,@,JAX,L 13-21,3,2,10,5.00,0,0,0,0.0,0,0
27,2014,16,2014-12-28,26-286,TEN,,IND,L 10-27,2,0,0,,0,0,0,0.0,0,0
,,,27 Games,,,,,8-19-0,121,55,699,12.71,3,3,18,0.0,1,2
