
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2010,12,2010-12-05,24-021,MIN,,BUF,W 38-14,,0,0,,0,0,0,,,,0,0,,0,0,0,0,,0,1,30,30.00,0,0,0,0.0,0,0
2,2010,13,2010-12-13,24-029,MIN,,NYG,L 3-21,,2,5,40.00,8,0,0,47.9,1.60,1.60,1,16,16.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2010,14,2010-12-20,24-036,MIN,,CHI,L 14-40,,15,26,57.69,129,0,2,38.8,4.96,1.50,6,38,6.33,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
4,2010,15,2010-12-28,24-044,MIN,@,PHI,W 24-14,*,17,26,65.38,195,0,0,87.8,7.50,7.50,6,31,5.17,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
5,2010,16,2011-01-02,24-049,MIN,@,DET,L 13-20,*,20,32,62.50,145,0,1,60.0,4.53,3.13,5,35,7.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
6,2011,1,2011-09-11,24-301,MIN,@,SDG,L 17-24,,0,0,,0,0,0,,,,1,-2,-2.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2011,3,2011-09-25,24-315,MIN,,DET,L 23-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2011,4,2011-10-02,24-322,MIN,@,KAN,L 17-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,6,2011-10-16,24-336,MIN,@,CHI,L 10-39,,0,1,0.00,0,0,0,39.6,0.00,0.00,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2011,8,2011-10-30,24-350,MIN,@,CAR,W 24-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2011,9,2011-11-14,25-000,MIN,@,GNB,L 7-45,,0,0,,0,0,0,,,,1,6,6.00,0,1,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
12,2011,12,2011-12-04,25-020,MIN,,DEN,L 32-35,,1,1,100.00,8,0,0,100.0,8.00,8.00,1,4,4.00,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2011,13,2011-12-11,25-027,MIN,@,DET,L 28-34,,12,23,52.17,84,1,0,75.3,3.65,4.52,7,109,15.57,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
14,2011,14,2011-12-18,25-034,MIN,,NOR,L 20-42,,0,1,0.00,0,0,0,39.6,0.00,0.00,2,0,0.00,0,2,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2011,15,2011-12-24,25-040,MIN,@,WAS,W 33-26,,4,5,80.00,84,2,0,158.3,16.80,24.80,5,34,6.80,1,0,0,0,,0,0,0,,0,1,6,0.0,0,0
16,2011,16,2012-01-01,25-048,MIN,,CHI,L 13-17,,17,32,53.13,200,0,2,46.4,6.25,3.44,4,2,0.50,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
