
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-11,23-360,DAL,@,NYJ,L 24-27,0,0,0,,0,0,0,,0,0,0,,0,2,17,8.50,0,,0,0,0.0,0,0
2,2011,2,2011-09-18,24-002,DAL,@,SFO,W 27-24,0,0,0,,0,0,0,,0,0,0,,0,2,25,12.50,0,,0,0,0.0,0,0
3,2011,3,2011-09-26,24-010,DAL,,WAS,W 18-16,0,0,0,,0,0,0,,0,0,0,,0,2,10,5.00,0,,0,0,0.0,0,0
4,2011,4,2011-10-02,24-016,DAL,,DET,L 30-34,0,0,0,,0,0,0,,0,2,56,28.00,0,3,18,6.00,0,,0,0,0.0,0,0
5,2011,5,2011-10-16,24-030,DAL,@,NWE,L 16-20,0,0,0,,0,0,0,,0,1,18,18.00,0,2,3,1.50,0,,0,0,0.0,0,0
6,2011,15,2011-12-24,24-099,DAL,,PHI,L 7-20,0,0,0,,0,0,0,,0,2,85,42.50,0,3,3,1.00,0,,0,0,0.0,0,0
7,2011,16,2012-01-01,24-107,DAL,@,NYG,L 14-31,0,0,0,,0,0,0,,0,3,72,24.00,0,1,4,4.00,0,,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
