
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
35,2014,4,2014-09-28,24-320,TEN,@,IND,L 17-41,8,5,55,11.00,0,0,0,,0,0,0,0.0,0,0
36,2014,5,2014-10-05,24-327,TEN,,CLE,L 28-29,8,6,47,7.83,2,2,43,21.50,0,2,12,0.0,0,0
37,2014,6,2014-10-12,24-334,TEN,,JAX,W 16-14,1,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
38,2014,7,2014-10-19,24-341,TEN,@,WAS,L 17-19,9,6,68,11.33,1,0,0,,0,1,6,0.0,0,0
39,2014,8,2014-10-26,24-348,TEN,,HOU,L 16-30,5,3,53,17.67,0,0,0,,0,0,0,0.0,0,0
40,2014,9,2014-11-09,24-362,TEN,@,BAL,L 7-21,7,4,53,13.25,0,1,1,1.00,0,0,0,0.0,0,0
41,2014,10,2014-11-17,25-005,TEN,,PIT,L 24-27,8,4,70,17.50,0,0,0,,0,0,0,0.0,0,0
42,2014,11,2014-11-23,25-011,TEN,@,PHI,L 24-43,6,1,28,28.00,0,0,0,,0,0,0,0.0,0,0
43,2014,12,2014-11-30,25-018,TEN,@,HOU,L 21-45,9,7,132,18.86,1,0,0,,0,1,6,0.0,1,1
44,2014,15,2014-12-18,25-036,TEN,@,JAX,L 13-21,5,4,73,18.25,0,0,0,,0,0,0,0.0,0,0
45,2014,16,2014-12-28,25-046,TEN,,IND,L 10-27,5,2,9,4.50,1,1,10,10.00,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
46,2015,1,2015-09-13,25-305,TEN,@,TAM,W 42-14,4,4,101,25.25,1,0,0,,0,1,6,0.0,0,0
47,2015,2,2015-09-20,25-312,TEN,@,CLE,L 14-28,4,2,17,8.50,0,0,0,,0,0,0,0.0,0,0
48,2015,3,2015-09-27,25-319,TEN,,IND,L 33-35,12,7,95,13.57,1,1,13,13.00,0,1,6,0.0,0,0
49,2015,4,2015-10-11,25-333,TEN,,BUF,L 13-14,6,3,29,9.67,0,1,1,1.00,0,0,0,0.0,0,0
50,2015,5,2015-10-18,25-340,TEN,,MIA,L 10-38,5,4,34,8.50,0,0,0,,0,0,0,0.0,0,0
51,2015,6,2015-10-25,25-347,TEN,,ATL,L 7-10,8,4,46,11.50,1,0,0,,0,1,6,0.0,0,0
52,2015,7,2015-11-01,25-354,TEN,@,HOU,L 6-20,7,4,21,5.25,0,1,7,7.00,0,0,0,0.0,0,0
53,2015,11,2015-11-29,26-017,TEN,,OAK,L 21-24,7,2,19,9.50,0,2,-4,-2.00,0,0,0,0.0,0,0
,,,53 Games,,,,,16-37-0,389,245,2782,11.36,15,10,75,7.50,0,15,90,0.0,4,1
