
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,2014,3,2014-09-22,24-232,CHI,@,NYJ,W 27-19,0,0,0,,0,3,63,21.00,0,0,0
2,2014,4,2014-09-28,24-238,CHI,,GNB,L 17-38,0,0,0,,0,2,43,21.50,0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
3,2015,2,2015-09-20,25-230,WAS,,STL,W 24-10,0,0,0,,0,1,23,23.00,0,0,0
4,2015,3,2015-09-24,25-234,WAS,@,NYG,L 21-32,2,2,27,13.50,0,4,158,39.50,1,1,6
5,2015,4,2015-10-04,25-244,WAS,,PHI,W 23-20,3,1,43,43.00,0,1,22,22.00,0,0,0
6,2015,5,2015-10-11,25-251,WAS,@,ATL,L 19-25,0,0,0,,0,2,53,26.50,0,0,0
7,2015,6,2015-10-18,25-258,WAS,@,NYJ,L 20-34,3,1,16,16.00,0,5,96,19.20,0,1,0
8,2015,7,2015-10-25,25-265,WAS,,TAM,W 31-30,0,0,0,,0,2,48,24.00,0,0,0
9,2015,9,2015-11-15,25-286,WAS,,NOR,W 47-14,0,0,0,,0,2,29,14.50,0,0,0
10,2015,11,2015-11-29,25-300,WAS,,NYG,W 20-14,0,0,0,,0,1,25,25.00,0,0,0
,,,10 Games,,,,,6-4-0,8,4,86,21.50,0,23,560,24.35,1,2,6
