
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
1,2006,1,2006-09-10,23-097,NOR,@,CLE,W 19-14,8,4,49,12.25,1,0,0,,0,1,6,0.0,0,0
2,2006,2,2006-09-17,23-104,NOR,@,GNB,W 34-27,9,4,58,14.50,1,0,0,,0,1,6,0.0,0,0
3,2006,3,2006-09-25,23-112,NOR,,ATL,W 23-3,10,7,97,13.86,0,0,0,,0,0,0,0.0,0,0
4,2006,4,2006-10-01,23-118,NOR,@,CAR,L 18-21,6,5,132,26.40,1,0,0,,0,1,6,0.0,0,0
5,2006,5,2006-10-08,23-125,NOR,,TAM,W 24-21,6,3,38,12.67,0,0,0,,0,0,0,0.0,0,0
6,2006,6,2006-10-15,23-132,NOR,,PHI,W 27-24,6,4,40,10.00,1,0,0,,0,1,6,0.0,0,0
7,2006,7,2006-10-29,23-146,NOR,,BAL,L 22-35,14,6,163,27.17,2,0,0,,0,2,12,0.0,0,0
8,2006,8,2006-11-05,23-153,NOR,@,TAM,W 31-14,14,11,123,11.18,1,0,0,,0,1,6,0.0,0,0
9,2006,9,2006-11-12,23-160,NOR,@,PIT,L 31-38,13,10,169,16.90,0,0,0,,0,0,0,0.0,0,0
10,2006,10,2006-11-19,23-167,NOR,,CIN,L 16-31,,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2006,13,2006-12-10,23-188,NOR,@,DAL,W 42-17,7,5,48,9.60,0,0,0,,0,0,0,0.0,0,0
12,2006,14,2006-12-17,23-195,NOR,,WAS,L 10-16,12,7,84,12.00,0,0,0,,0,0,0,0.0,0,0
13,2006,15,2006-12-24,23-202,NOR,@,NYG,W 30-7,9,4,37,9.25,1,0,0,,0,1,6,0.0,0,0
14,2006,16,2006-12-31,23-209,NOR,,CAR,L 21-31,1,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
15,2007,1,2007-09-06,24-093,NOR,@,IND,L 10-41,8,6,47,7.83,0,0,0,,0,0,0,0.0,0,0
16,2007,2,2007-09-16,24-103,NOR,@,TAM,L 14-31,10,8,70,8.75,1,0,0,,0,1,6,0.0,0,0
17,2007,3,2007-09-24,24-111,NOR,,TEN,L 14-31,8,4,68,17.00,0,0,0,,0,0,0,0.0,0,0
18,2007,4,2007-10-07,24-124,NOR,,CAR,L 13-16,7,4,31,7.75,0,0,0,,0,0,0,0.0,0,0
19,2007,5,2007-10-14,24-131,NOR,@,SEA,W 28-17,3,1,2,2.00,1,0,0,,0,1,6,0.0,0,0
20,2007,6,2007-10-21,24-138,NOR,,ATL,W 22-16,7,3,45,15.00,0,0,0,,0,0,0,0.0,0,0
21,2007,7,2007-10-28,24-145,NOR,@,SFO,W 31-10,12,8,85,10.63,3,0,0,,0,3,18,0.0,0,0
22,2007,8,2007-11-04,24-152,NOR,,JAX,W 41-24,13,10,159,15.90,0,0,0,,0,0,0,0.0,0,0
23,2007,9,2007-11-11,24-159,NOR,,STL,L 29-37,12,8,129,16.13,0,0,0,,0,0,0,0.0,0,0
24,2007,10,2007-11-18,24-166,NOR,@,HOU,L 10-23,14,9,118,13.11,0,0,0,,0,0,0,0.0,0,0
25,2007,11,2007-11-25,24-173,NOR,@,CAR,W 31-6,8,7,93,13.29,1,0,0,,0,1,6,0.0,0,0
26,2007,12,2007-12-02,24-180,NOR,,TAM,L 23-27,2,2,39,19.50,0,0,0,,0,0,0,0.0,0,0
27,2007,13,2007-12-10,24-188,NOR,@,ATL,W 34-14,13,9,92,10.22,2,0,0,,0,2,12,0.0,0,0
28,2007,14,2007-12-16,24-194,NOR,,ARI,W 31-24,8,8,114,14.25,1,0,0,,0,1,6,0.0,0,0
29,2007,15,2007-12-23,24-201,NOR,,PHI,L 23-38,3,3,16,5.33,0,0,0,,0,0,0,0.0,0,0
30,2007,16,2007-12-30,24-208,NOR,@,CHI,L 25-33,15,8,94,11.75,2,0,0,,0,2,12,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
31,2008,1,2008-09-07,25-094,NOR,,TAM,W 24-20,6,3,26,8.67,0,0,0,,0,0,0,0.0,0,0
32,2008,7,2008-10-19,25-136,NOR,@,CAR,L 7-30,4,,,,,,,,,,,,,
33,2008,8,2008-10-26,25-143,NOR,,SDG,W 37-32,3,2,56,28.00,0,0,0,,0,0,0,0.0,0,0
34,2008,9,2008-11-09,25-157,NOR,@,ATL,L 20-34,11,7,140,20.00,0,0,0,,0,0,0,0.0,0,0
35,2008,10,2008-11-16,25-164,NOR,@,KAN,W 30-20,7,3,30,10.00,0,0,0,,0,0,0,0.0,0,0
36,2008,11,2008-11-24,25-172,NOR,,GNB,W 51-29,1,1,70,70.00,1,0,0,,0,1,6,0.0,0,0
37,2008,12,2008-11-30,25-178,NOR,@,TAM,L 20-23,12,6,106,17.67,0,0,0,,0,0,0,0.0,1,0
38,2008,13,2008-12-07,25-185,NOR,,ATL,W 29-25,8,3,26,8.67,0,0,0,,0,0,0,0.0,0,0
39,2008,14,2008-12-11,25-189,NOR,@,CHI,L 24-27,12,6,84,14.00,1,0,0,,0,1,6,0.0,0,0
40,2008,15,2008-12-21,25-199,NOR,@,DET,W 42-7,12,9,99,11.00,2,0,0,,0,2,12,0.0,0,0
41,2008,16,2008-12-28,25-206,NOR,,CAR,L 31-33,12,7,123,17.57,1,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
42,2009,1,2009-09-13,26-100,NOR,,DET,W 45-27,6,3,30,10.00,1,0,0,,0,1,6,0.0,0,0
43,2009,2,2009-09-20,26-107,NOR,@,PHI,W 48-22,8,8,98,12.25,2,0,0,,0,2,12,0.0,0,0
44,2009,3,2009-09-27,26-114,NOR,@,BUF,W 27-7,7,4,67,16.75,0,0,0,,0,0,0,0.0,0,0
45,2009,4,2009-10-04,26-121,NOR,,NYJ,W 24-10,6,2,33,16.50,0,0,0,,0,0,0,0.0,0,0
46,2009,5,2009-10-18,26-135,NOR,,NYG,W 48-27,8,8,166,20.75,1,0,0,,0,1,6,0.0,0,0
47,2009,6,2009-10-25,26-142,NOR,@,MIA,W 46-34,12,5,72,14.40,1,0,0,,0,1,6,0.0,0,0
48,2009,7,2009-11-02,26-150,NOR,,ATL,W 35-27,6,6,85,14.17,1,0,0,,0,1,6,0.0,0,0
49,2009,8,2009-11-08,26-156,NOR,,CAR,W 30-20,6,1,45,45.00,0,0,0,,0,0,0,0.0,0,0
50,2009,9,2009-11-15,26-163,NOR,@,STL,W 28-23,2,2,17,8.50,0,1,6,6.00,0,0,0,0.0,0,0
51,2009,10,2009-11-22,26-170,NOR,@,TAM,W 38-7,7,5,74,14.80,0,0,0,,0,0,0,0.0,0,0
52,2009,11,2009-11-30,26-178,NOR,,NWE,W 38-17,5,4,121,30.25,1,0,0,,0,1,6,0.0,0,0
53,2009,12,2009-12-06,26-184,NOR,@,WAS,W 33-30,8,2,46,23.00,1,0,0,,0,1,6,0.0,0,0
54,2009,13,2009-12-13,26-191,NOR,@,ATL,W 26-23,7,6,54,9.00,1,0,0,,0,1,6,0.0,0,0
55,2009,14,2009-12-19,26-197,NOR,,DAL,L 17-24,8,5,86,17.20,0,0,0,,0,0,0,0.0,0,0
56,2009,15,2009-12-27,26-205,NOR,,TAM,L 17-20,9,8,77,9.63,0,0,0,,0,0,0,0.0,1,0
57,2009,16,2010-01-03,26-212,NOR,@,CAR,L 10-23,2,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
58,2010,1,2010-09-09,27-096,NOR,,MIN,W 14-9,6,5,62,12.40,0,0,0,,0,0,0,0.0,0,0
59,2010,2,2010-09-20,27-107,NOR,@,SFO,W 25-22,8,5,67,13.40,0,0,0,,0,0,0,0.0,0,0
60,2010,3,2010-09-26,27-113,NOR,,ATL,L 24-27,5,4,25,6.25,0,0,0,,0,0,0,0.0,0,0
61,2010,4,2010-10-03,27-120,NOR,,CAR,W 16-14,8,4,36,9.00,0,0,0,,0,0,0,0.0,0,0
62,2010,5,2010-10-10,27-127,NOR,@,ARI,L 20-30,12,7,97,13.86,0,0,0,,0,0,0,0.0,0,0
63,2010,6,2010-10-17,27-134,NOR,@,TAM,W 31-6,7,5,53,10.60,0,0,0,,0,0,0,0.0,0,0
64,2010,7,2010-10-24,27-141,NOR,,CLE,L 17-30,14,10,112,11.20,1,0,0,,0,1,6,0.0,0,0
65,2010,8,2010-10-31,27-148,NOR,,PIT,W 20-10,9,6,75,12.50,1,1,1,1.00,0,1,6,0.0,0,0
66,2010,9,2010-11-07,27-155,NOR,@,CAR,W 34-3,9,8,65,8.13,0,0,0,,0,0,0,0.0,1,0
67,2010,10,2010-11-21,27-169,NOR,,SEA,W 34-19,11,8,113,14.13,2,0,0,,0,2,12,0.0,0,0
68,2010,11,2010-11-25,27-173,NOR,@,DAL,W 30-27,9,6,105,17.50,0,0,0,,0,0,0,0.0,0,0
69,2010,12,2010-12-05,27-183,NOR,@,CIN,W 34-30,4,3,65,21.67,1,0,0,,0,1,6,0.0,0,0
70,2010,13,2010-12-12,27-190,NOR,,STL,W 31-13,13,5,46,9.20,2,0,0,,0,2,12,0.0,0,0
71,2010,14,2010-12-19,27-197,NOR,@,BAL,L 24-30,11,6,81,13.50,0,0,0,,0,0,0,0.0,0,0
72,2010,15,2010-12-27,27-205,NOR,@,ATL,W 17-14,5,2,21,10.50,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
73,2011,1,2011-09-08,28-095,NOR,@,GNB,L 34-42,9,6,81,13.50,0,0,0,,0,0,0,0.0,0,0
74,2011,4,2011-10-02,28-119,NOR,@,JAX,W 23-10,3,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
75,2011,5,2011-10-09,28-126,NOR,@,CAR,W 30-27,6,5,69,13.80,0,0,0,,0,0,0,0.0,0,0
76,2011,6,2011-10-16,28-133,NOR,@,TAM,L 20-26,11,7,118,16.86,1,0,0,,0,1,6,0.0,1,0
77,2011,7,2011-10-23,28-140,NOR,,IND,W 62-7,7,7,98,14.00,2,0,0,,0,2,12,0.0,0,0
78,2011,8,2011-10-30,28-147,NOR,@,STL,L 21-31,6,3,50,16.67,0,0,0,,0,0,0,0.0,0,0
79,2011,9,2011-11-06,28-154,NOR,,TAM,W 27-16,5,5,52,10.40,0,0,0,,0,0,0,0.0,0,0
80,2011,10,2011-11-13,28-161,NOR,@,ATL,W 26-23,9,8,113,14.13,0,0,0,,0,0,0,0.0,0,0
81,2011,11,2011-11-28,28-176,NOR,,NYG,W 49-24,6,3,78,26.00,0,0,0,,0,0,0,0.0,0,0
82,2011,12,2011-12-04,28-182,NOR,,DET,W 31-17,8,6,54,9.00,0,0,0,,0,0,0,0.0,0,0
83,2011,13,2011-12-11,28-189,NOR,@,TEN,W 22-17,7,7,105,15.00,2,0,0,,0,2,12,0.0,0,0
84,2011,14,2011-12-18,28-196,NOR,@,MIN,W 42-20,9,8,91,11.38,0,0,0,,0,0,0,0.0,0,0
85,2011,15,2011-12-26,28-204,NOR,,ATL,W 45-16,11,7,81,11.57,1,0,0,,0,1,6,0.0,0,0
86,2011,16,2012-01-01,28-210,NOR,,CAR,W 45-17,10,7,145,20.71,2,0,0,,0,2,12,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
87,2012,1,2012-09-09,29-096,NOR,,WAS,L 32-40,11,4,71,17.75,0,0,0,,0,0,0,0.0,0,0
88,2012,2,2012-09-16,29-103,NOR,@,CAR,L 27-35,4,3,49,16.33,0,0,0,,0,0,0,0.0,0,0
89,2012,3,2012-09-23,29-110,NOR,,KAN,L 24-27,4,3,40,13.33,0,0,0,,0,0,0,0.0,0,0
90,2012,4,2012-09-30,29-117,NOR,@,GNB,L 27-28,13,9,153,17.00,1,0,0,,0,1,6,0.0,0,0
91,2012,5,2012-10-07,29-124,NOR,,SDG,W 31-24,18,9,131,14.56,3,0,0,,0,3,18,0.0,0,0
92,2012,6,2012-10-21,29-138,NOR,@,TAM,W 35-28,10,7,73,10.43,1,0,0,,0,1,6,0.0,0,0
93,2012,7,2012-10-28,29-145,NOR,@,DEN,L 14-34,10,5,63,12.60,0,0,0,,0,0,0,0.0,0,0
94,2012,8,2012-11-05,29-153,NOR,,PHI,W 28-13,4,4,46,11.50,1,0,0,,0,1,6,0.0,0,0
