
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2009,1,2009-09-13,21-284,CLE,,MIN,L 20-34,,,,,,,,,,
2,2009,4,2009-10-04,21-305,CLE,,CIN,L 20-23,,,,,,,,,,
3,2009,5,2009-10-11,21-312,CLE,@,BUF,W 6-3,,0,0,,0,0,0,0.0,1,0
4,2009,6,2009-10-18,21-319,CLE,@,PIT,L 14-27,3,1,23,23.00,0,0,0,0.0,0,0
5,2009,7,2009-10-25,21-326,CLE,,GNB,L 3-31,5,,,,,,,,,
6,2009,8,2009-11-01,21-333,CLE,@,CHI,L 6-30,2,,,,,,,,,
7,2009,9,2009-11-16,21-348,CLE,,BAL,L 0-16,2,,,,,,,,,
8,2009,12,2009-12-06,22-003,CLE,,SDG,L 23-30,5,4,69,17.25,0,0,0,0.0,0,0
9,2009,13,2009-12-10,22-007,CLE,,PIT,W 13-6,,,,,,,,,,
10,2009,14,2009-12-20,22-017,CLE,@,KAN,W 41-34,1,0,0,,0,0,0,0.0,0,0
11,2009,15,2009-12-27,22-024,CLE,,OAK,W 23-9,2,2,14,7.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
12,2010,1,2010-09-12,22-283,CLE,@,TAM,L 14-17,4,1,6,6.00,0,0,0,0.0,0,0
13,2010,2,2010-09-19,22-290,CLE,,KAN,L 14-16,5,1,12,12.00,0,0,0,0.0,0,0
14,2010,5,2010-10-10,22-311,CLE,,ATL,L 10-20,1,1,5,5.00,0,0,0,0.0,0,0
15,2010,6,2010-10-17,22-318,CLE,@,PIT,L 10-28,4,2,13,6.50,0,0,0,0.0,0,0
16,2010,7,2010-10-24,22-325,CLE,@,NOR,W 30-17,4,3,25,8.33,0,0,0,0.0,0,0
17,2010,8,2010-11-07,22-339,CLE,,NWE,W 34-14,1,1,20,20.00,0,0,0,0.0,0,0
18,2010,9,2010-11-14,22-346,CLE,,NYJ,L 20-26,,,,,,,,,,
19,2010,10,2010-11-21,22-353,CLE,@,JAX,L 20-24,1,,,,,,,,,
20,2010,11,2010-11-28,22-360,CLE,,CAR,W 24-23,7,7,50,7.14,0,0,0,0.0,1,0
21,2010,12,2010-12-05,23-002,CLE,@,MIA,W 13-10,2,2,10,5.00,0,0,0,0.0,0,0
22,2010,13,2010-12-12,23-009,CLE,@,BUF,L 6-13,3,2,17,8.50,0,0,0,0.0,0,0
23,2010,14,2010-12-19,23-016,CLE,@,CIN,L 17-19,6,5,82,16.40,1,1,6,0.0,0,0
24,2010,15,2010-12-26,23-023,CLE,,BAL,L 10-20,5,2,35,17.50,1,1,6,0.0,0,0
25,2010,16,2011-01-02,23-030,CLE,,PIT,L 9-41,6,2,35,17.50,1,1,6,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
26,2011,1,2011-09-11,23-282,CLE,,CIN,L 17-27,3,0,0,,0,0,0,0.0,0,0
27,2011,2,2011-09-18,23-289,CLE,@,IND,W 27-19,,0,0,,0,0,0,0.0,0,1
28,2011,3,2011-09-25,23-296,CLE,,MIA,W 17-16,1,0,0,,0,0,0,0.0,0,0
29,2011,4,2011-10-02,23-303,CLE,,TEN,L 13-31,3,3,25,8.33,0,0,0,0.0,0,0
30,2011,5,2011-10-16,23-317,CLE,@,OAK,L 17-24,,,,,,,,,,
31,2011,6,2011-10-23,23-324,CLE,,SEA,W 6-3,2,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
32,2012,7,2012-10-28,24-330,DET,,SEA,W 28-24,,,,,,,,,,
33,2012,11,2012-11-22,24-355,DET,,HOU,L 31-34,,,,,,,,,,
34,2012,13,2012-12-09,25-006,DET,@,GNB,L 20-27,,,,,,,,,,
35,2012,14,2012-12-16,25-013,DET,@,ARI,L 10-38,3,1,9,9.00,0,0,0,0.0,0,0
36,2012,15,2012-12-22,25-019,DET,,ATL,L 18-31,1,1,5,5.00,0,0,0,0.0,0,0
37,2012,16,2012-12-30,25-027,DET,,CHI,L 24-26,2,2,30,15.00,1,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
38,2013,6,2013-10-20,25-321,ATL,,TAM,W 31-23,1,0,0,,0,0,0,0.0,1,0
,,,38 Games,,,,,13-25-0,85,43,485,11.28,4,4,24,0.0,4,1
