
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,2011,1,2011-09-11,23-017,STL,,PHI,L 13-31,3,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2,2011-09-19,23-025,STL,@,NYG,L 16-28,8,4,27,6.75,0,0,0,,0,0,0,,0,2,29,14.50,0,0,0,0.0,0,0
3,2011,5,2011-10-16,23-052,STL,@,GNB,L 3-24,10,8,77,9.63,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2011,6,2011-10-23,23-059,STL,@,DAL,L 7-34,2,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2011,7,2011-10-30,23-066,STL,,NOR,W 31-21,6,5,47,9.40,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2011,8,2011-11-06,23-073,STL,@,ARI,L 13-19,9,7,59,8.43,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
7,2012,10,2012-11-18,24-085,NWE,,IND,W 59-24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
8,2013,9,2013-11-03,25-070,NYJ,,NOR,W 26-20,3,2,57,28.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2013,10,2013-11-17,25-084,NYJ,@,BUF,L 14-37,2,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2013,11,2013-11-24,25-091,NYJ,@,BAL,L 3-19,3,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2013,12,2013-12-01,25-098,NYJ,,MIA,L 3-23,4,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2013,13,2013-12-08,25-105,NYJ,,OAK,W 37-27,,,,,,,,,,,,,,,,,,,,,,
13,2013,14,2013-12-15,25-112,NYJ,@,CAR,L 20-30,,,,,,,,,,,,,,,,,,,,,,
14,2013,15,2013-12-22,25-119,NYJ,,CLE,W 24-13,,,,,,,,,,,,,,,,,,,,,,
15,2013,16,2013-12-29,25-126,NYJ,@,MIA,W 20-7,1,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
16,2014,1,2014-09-07,26-013,NYJ,,OAK,W 19-14,2,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
17,2014,2,2014-09-14,26-020,NYJ,@,GNB,L 24-31,2,0,0,,0,0,0,,0,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
