
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
1,2013,1,2013-09-08,24-308,NOR,,ATL,W 23-17,,,,,,,,,,,,,,
2,2013,4,2013-09-30,24-330,NOR,,MIA,W 38-17,2,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
3,2013,5,2013-10-06,24-336,NOR,@,CHI,W 26-18,1,1,35,35.00,0,0,0,,0,0,0,0.0,0,0
4,2013,6,2013-10-13,24-343,NOR,@,NWE,L 27-30,4,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
5,2013,7,2013-10-27,24-357,NOR,,BUF,W 35-17,,,,,,,,,,,,,,
6,2013,8,2013-11-03,24-364,NOR,@,NYJ,L 20-26,4,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2013,9,2013-11-10,25-006,NOR,,DAL,W 49-17,,,,,,,,,,,,,,
8,2013,10,2013-11-17,25-013,NOR,,SFO,W 23-20,1,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
9,2014,4,2014-09-28,25-328,NOR,@,DAL,L 17-38,,,,,,,,,,,,,,
10,2014,9,2014-11-09,26-005,NOR,,SFO,L 24-27,,,,,,,,,,,,,,
11,2014,11,2014-11-24,26-020,NOR,,BAL,L 27-34,5,3,42,14.00,0,0,0,,0,0,0,0.0,0,0
12,2014,12,2014-11-30,26-026,NOR,@,PIT,W 35-32,2,2,17,8.50,1,0,0,,0,1,6,0.0,0,0
13,2014,13,2014-12-07,26-033,NOR,,CAR,L 10-41,4,4,45,11.25,0,0,0,,0,0,0,0.0,0,0
14,2014,14,2014-12-15,26-041,NOR,@,CHI,W 31-15,4,4,43,10.75,0,0,0,,0,0,0,0.0,1,0
15,2014,15,2014-12-21,26-047,NOR,,ATL,L 14-30,6,3,44,14.67,0,1,4,4.00,0,0,0,0.0,2,0
16,2014,16,2014-12-28,26-054,NOR,@,TAM,W 23-20,2,1,24,24.00,0,0,0,,0,0,0,0.0,0,0
,,,16 Games,,,,,9-7-0,35,21,283,13.48,1,1,4,4.00,0,1,6,0.0,3,0
