
,,,,,,,,,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Ret,Yds,Y/R,TD
1,2015,1,2015-09-10,21-277,NWE,,PIT,W 28-21,0,0,,0
2,2015,10,2015-11-23,21-351,NWE,,BUF,W 20-13,0,0,,0
3,2015,11,2015-11-29,21-357,NWE,@,DEN,L 24-30,3,17,5.67,0
,,,3 Games,,,,,2-1-0,3,17,5.67,0
